Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Seats,Price,Brand,Model
Jaipur,2016,289.97413677774784,Diesel,Manual,First,26.21,88.5,5,1.9315214116032138,Maruti,Ciaz
Kolkata,2014,234.5207879911715,Diesel,Manual,First,25.1,98.6,5,1.7900914121273581,Honda,City
Mumbai,2010,270.1851217221259,Petrol,Automatic,First,10.93,272.0,5,2.341805806147327,Mercedes-Benz,E-Class
Pune,2012,223.60903380677624,Diesel,Automatic,First,14.57,241.38,5,3.367295829986474,Audi,A6
Coimbatore,2016,305.2310600184719,Diesel,Manual,Second,14.02,118.3,7,1.766441661243765,Mahindra,Xylo
Kochi,2006,315.5677423311831,Petrol,Automatic,Third & Above,12.0,100.0,5,0.7929925155296614,Honda,City
Mumbai,2010,268.32815729997475,Petrol,Manual,First,15.5,103.3,5,0.8754687373538999,Maruti,Sx4
Pune,2009,264.5751311064591,Petrol,Manual,Third & Above,14.53,138.1,5,1.0986122886681098,Toyota,Corolla
Pune,2012,246.9817807045694,Petrol,Automatic,Second,14.4,103.6,5,1.3217558399823195,Volkswagen,Vento
Pune,2015,257.89532760404944,Petrol,Manual,First,21.1,55.2,5,1.0818051703517284,Hyundai,Eon
Hyderabad,2011,289.9344753560708,Diesel,Manual,First,20.0,108.5,5,1.7578579175523736,Skoda,Laura
Hyderabad,2012,284.2516490717336,Diesel,Manual,First,22.9,74.0,5,1.589235205116581,Maruti,Swift
Kolkata,2018,70.71067811865476,Petrol,Automatic,First,14.28,138.03,5,2.830267833826459,Toyota,Corolla
Hyderabad,2013,303.31501776206204,Diesel,Manual,First,12.99,100.0,8,2.5257286443082556,Toyota,Innova
Hyderabad,2017,230.21728866442677,Diesel,Manual,First,27.28,69.0,5,1.6094379124341003,Tata,Tiago
Mumbai,2015,199.5545038329128,Petrol,Manual,First,15.41,103.52,5,1.5432981099295553,Skoda,Rapid
Mumbai,2016,170.29386365926402,Diesel,Automatic,First,10.91,197.0,7,3.3945083935113587,Ford,Endeavour
Kochi,2017,155.60848305924713,Petrol,Manual,Second,25.17,53.3,5,1.2412685890696329,Renault,Kwid
Pune,2012,273.8612787525831,Diesel,Manual,First,23.0,90.0,5,1.3862943611198906,Hyundai,I20
Chennai,2012,277.8776709273345,Diesel,Manual,Second,17.5,106.0,5,1.5040773967762742,Skoda,Laura
Kochi,2013,272.56191957058127,Diesel,Manual,First,21.43,87.2,5,1.7698546338400052,Toyota,Corolla
Delhi,2015,246.9817807045694,Diesel,Manual,First,15.4,120.0,8,2.2512917986064953,Mahindra,Scorpio
Chennai,2013,209.76176963403032,Diesel,Automatic,First,14.16,174.3,5,3.481240089335692,Audi,Q5
Coimbatore,2014,272.10475923805524,Diesel,Manual,First,18.2,73.8,8,1.355835153635182,Chevrolet,Enjoy
Coimbatore,2013,292.99488050134937,Diesel,Automatic,First,22.69,190.0,5,2.5710843460290524,Bmw,3 Series
Delhi,2012,228.0350850198276,Diesel,Manual,First,21.64,84.8,5,1.252762968495368,Nissan,Sunny
Mumbai,2010,216.79483388678798,Petrol,Manual,Second,12.8,177.6,5,1.252762968495368,Honda,Accord
Bangalore,2010,268.3467905528218,Diesel,Manual,First,16.8,110.0,5,1.4929040961781488,Hyundai,Verna
Jaipur,2015,122.47448713915891,Petrol,Manual,First,16.8,34.2,8,0.8544153281560676,Maruti,Omni
Kolkata,2015,692.8203230275509,Petrol,Manual,First,17.4,117.3,5,1.6094379124341003,Honda,City
Kolkata,2012,157.22595205626837,Diesel,Automatic,Second,0.0,241.4,5,3.332204510175204,Audi,A7
Chennai,2007,273.8612787525831,Petrol,Manual,Second,16.6,68.0,5,0.6931471805599453,Ford,Fiesta
Mumbai,2015,238.74672772626644,Diesel,Manual,First,22.54,88.73,5,1.8484548129046001,Hyundai,I20
Kochi,2015,202.6252698949467,Diesel,Automatic,First,13.0,201.1,5,3.2039652121324464,Mercedes-Benz,E-Class
Pune,2012,303.31501776206204,CNG,Manual,Second,26.2,58.2,5,1.0986122886681098,Maruti,WagonR
Chennai,2016,141.4213562373095,Diesel,Manual,First,22.77,98.59,5,2.066862759472976,Ford,Ecosport
Mumbai,2011,228.82089065467778,Petrol,Manual,First,18.5,80.0,5,1.1786549963416462,Hyundai,I20
Delhi,2016,130.38404810405297,Petrol,Manual,Second,17.8,117.3,5,2.1102132003465894,Honda,City
Kolkata,2011,197.48924021323288,Diesel,Manual,First,23.08,63.1,5,1.0473189942805592,Nissan,Micra
Pune,2010,360.53571251680467,Diesel,Manual,Second,20.0,68.0,5,1.1631508098056809,Ford,Figo
Kolkata,2013,212.13203435596427,Petrol,Manual,First,18.44,75.0,5,0.5596157879354227,Nissan,Micra
Ahmedabad,2009,286.35991339571257,Petrol,Manual,Second,12.8,177.6,5,1.749199854809259,Honda,Accord
Mumbai,2010,258.8435821108957,Petrol,Automatic,First,13.7,157.75,5,1.547562508716013,Skoda,Superb
Hyderabad,2017,145.80809305384938,Petrol,Manual,First,14.0,35.0,5,1.0647107369924282,Maruti,Omni
Ahmedabad,2012,235.29130880676405,Diesel,Manual,First,21.9,88.8,5,1.4469189829363254,Hyundai,I20
Chennai,2017,114.0175425099138,Diesel,Automatic,First,17.01,126.2,5,2.6741486494265287,Hyundai,Creta
Kochi,2016,213.83404780343096,Diesel,Manual,First,25.2,74.0,5,1.6752256529721035,Maruti,Swift
Jaipur,2014,324.037034920393,Diesel,Manual,First,25.2,74.0,5,1.3480731482996928,Maruti,Swift
Hyderabad,2009,395.03923855738685,Diesel,Manual,First,12.8,102.0,8,2.1400661634962708,Toyota,Innova
Mumbai,2016,367.4234614174767,Diesel,Manual,First,24.4,71.0,5,1.4350845252893227,Hyundai,Xcent
Delhi,2016,258.8435821108957,Diesel,Manual,First,20.77,88.7,7,1.9095425048844386,Maruti,Ertiga
Jaipur,2016,300.0,Diesel,Automatic,First,10.91,197.2,7,3.258096538021482,Ford,Endeavour
Coimbatore,2019,179.5856341693288,Diesel,Manual,First,22.54,88.73,5,2.152924318439639,Hyundai,I20
Mumbai,2009,216.79483388678798,Petrol,Manual,First,19.0,67.1,5,0.37843643572024505,Maruti,Zen
Mumbai,2011,274.42303110344074,Diesel,Manual,Second,21.1,73.9,5,1.0296194171811581,Maruti,Ritz
Kochi,2018,210.24271687742242,CNG,Manual,First,32.26,58.2,4,1.3862943611198906,Maruti,Alto
Mumbai,2014,240.8318915758459,Petrol,Manual,First,17.0,118.0,5,1.6992786164338898,Honda,City
Mumbai,2009,244.94897427831782,Petrol,Manual,First,17.5,85.8,5,0.8960880245566357,Maruti,Swift
Hyderabad,2014,212.13203435596427,Diesel,Automatic,First,17.05,184.0,5,3.068052935133617,Bmw,X1
Mumbai,2010,202.96551431216093,Petrol,Manual,First,15.0,90.0,5,0.3220834991691132,Tata,Manza
Chennai,2016,298.328677803526,Diesel,Manual,First,16.0,140.0,7,2.6026896854443837,Mahindra,Xuv500
Bangalore,2009,245.98780457575535,Petrol,Automatic,Second,16.95,78.9,5,1.1314021114911006,Hyundai,I10
Mumbai,2016,92.19544457292888,Petrol,Manual,First,21.4,83.1,5,1.7029282555214393,Maruti,Baleno
Kochi,2017,189.68658360569415,Diesel,Manual,First,24.3,88.5,5,2.252343876557299,Maruti,Vitara
Mumbai,2012,152.15781281288187,Petrol,Manual,First,15.6,70.02,5,0.8712933659434193,Ford,Figo
Delhi,2014,273.24531103021695,CNG,Manual,First,33.54,67.04,5,1.1786549963416462,Maruti,WagonR
Mumbai,2014,248.05039810490126,Petrol,Automatic,First,18.19,103.5,5,1.7316555451583497,Volkswagen,Vento
Ahmedabad,2010,302.6483107502832,Diesel,Manual,First,14.95,93.7,7,0.6151856390902335,Mahindra,Xylo
Kochi,2019,119.57424471850115,Petrol,Automatic,First,13.33,340.0,5,0.7030975114131134,Porsche,Cayenne
Hyderabad,2013,288.6641647312669,Diesel,Manual,First,19.3,73.9,5,1.7578579175523736,Maruti,Swift
Hyderabad,2017,151.1853167473614,Petrol,Manual,First,16.2,74.0,5,1.9315214116032138,Volkswagen,Polo
Chennai,2013,186.06450494385004,Petrol,Manual,Second,17.01,121.3,5,1.6770965609079151,Hyundai,Verna
Bangalore,2010,236.64319132398464,Petrol,Manual,First,19.81,68.05,5,1.0473189942805592,Hyundai,I10
Chennai,2014,284.60498941515414,Diesel,Automatic,First,13.0,204.0,5,3.1245651453969594,Mercedes-Benz,E-Class
Jaipur,1998,308.4639363037436,Petrol,Manual,Third & Above,17.3,60.0,5,-0.7985076962177716,Maruti,Zen
Coimbatore,2013,181.0414317221337,Petrol,Manual,First,20.36,78.9,5,1.534714366238164,Hyundai,I10
Coimbatore,2016,227.1277173750487,Diesel,Manual,First,25.8,98.6,5,1.6620303625532709,Honda,Amaze
Jaipur,2016,189.73665961010275,Diesel,Manual,First,14.1,148.0,7,2.302585092994046,Tata,Safari
Mumbai,2015,148.32396974191326,Petrol,Manual,First,18.5,86.8,5,1.3737155789130306,Honda,Brio
Kochi,2010,175.3681841155915,Petrol,Manual,First,17.0,80.0,5,1.2178757094949273,Hyundai,I20
Coimbatore,2018,192.6369642617948,Petrol,Manual,First,14.69,120.33,5,2.8213788864092133,Volkswagen,Jetta
Kolkata,2010,212.13203435596427,Petrol,Manual,First,16.7,88.8,5,0.688134638736401,Honda,Jazz
Coimbatore,2017,182.43903091169938,Petrol,Manual,First,18.9,82.0,5,1.7647307968401356,Hyundai,Grand
Coimbatore,2016,234.7658407860905,Diesel,Automatic,First,14.74,270.9,5,3.5876769486047735,Jaguar,Xf
Kolkata,2014,134.16407864998737,Diesel,Automatic,First,16.36,187.7,5,3.246490991901174,Jaguar,Xf
Coimbatore,2013,361.64900110466226,Diesel,Manual,First,16.0,140.0,7,2.2235418856535927,Mahindra,Xuv500
Delhi,2015,128.8681496724462,Diesel,Manual,First,22.7,118.0,5,2.0347056478384444,Maruti,S Cross
Coimbatore,2015,179.45751586378321,Diesel,Automatic,First,17.11,174.33,5,3.2311995745570328,Audi,A4
Delhi,2013,258.8435821108957,Diesel,Manual,First,19.01,108.45,5,1.55814461804655,Renault,Duster
Coimbatore,2014,240.15828113975167,Petrol,Manual,First,19.1,85.8,5,1.900613874140137,Maruti,Swift
Mumbai,2012,202.48456731316588,Petrol,Manual,First,16.47,73.9,5,1.1314021114911006,Volkswagen,Polo
Jaipur,2012,254.95097567963924,Petrol,Manual,First,19.7,35.0,8,0.4382549309311553,Maruti,Omni
Coimbatore,2019,110.24064586167844,Petrol,Automatic,First,18.9,81.86,5,1.922787731634459,Hyundai,Grand
Hyderabad,2014,129.65338406690356,Petrol,Manual,First,25.4,37.5,4,0.47000362924573563,Tata,Nano
Kochi,2017,247.42877763105892,Petrol,Automatic,First,17.84,147.51,5,3.078693794268338,Audi,A4
Mumbai,2015,148.32396974191326,Petrol,Manual,First,16.47,74.0,5,1.55814461804655,Volkswagen,Polo
Chennai,2015,252.4163227685563,Petrol,Manual,First,22.74,47.3,5,0.8960880245566357,Maruti,Alto
Kochi,2019,121.88929403356146,Diesel,Automatic,First,20.7,113.98,5,3.4515735889872223,Mini,Cooper
Delhi,2012,262.67851073127395,Diesel,Automatic,Second,15.2,140.8,5,2.327277705584417,Audi,A4
Coimbatore,2019,121.02892216325814,Diesel,Manual,First,12.62,158.0,7,3.3090820927543496,Ford,Endeavour
Hyderabad,2013,316.22776601683796,Petrol,Manual,Second,15.8,110.0,5,1.8718021769015913,Ford,Ecosport
Jaipur,2016,148.32396974191326,Petrol,Manual,First,18.9,82.0,5,1.4469189829363254,Hyundai,Grand
Mumbai,2014,100.0,Petrol,Manual,First,18.2,82.4,5,1.7047480922384253,Chevrolet,Sail
Kolkata,2015,327.10854467592253,Petrol,Manual,First,20.85,83.14,5,1.3862943611198906,Maruti,Swift
Kochi,2017,219.54042907856402,Petrol,Manual,First,17.57,88.7,5,1.536867219599265,Tata,Zest
Delhi,2015,122.47448713915891,Diesel,Automatic,First,19.27,170.0,5,3.349904087274605,Mercedes-Benz,New
Coimbatore,2014,282.97173003676534,Diesel,Manual,First,17.3,163.7,5,1.9615022438151495,Chevrolet,Cruze
Hyderabad,2013,292.2122516254238,Diesel,Manual,First,21.1,73.9,5,1.3609765531356006,Maruti,Ritz
Jaipur,2017,121.2435565298214,Petrol,Manual,First,18.9,81.86,5,1.7227665977411035,Hyundai,Grand
Pune,2012,387.2983346207417,Diesel,Manual,Third & Above,28.4,73.75,5,0.8109302162163288,Maruti,Dzire
Kolkata,2011,187.06683297688022,Diesel,Manual,First,22.32,126.32,5,1.3609765531356006,Hyundai,Verna
Coimbatore,2014,287.2907934480324,Diesel,Automatic,First,14.74,270.9,5,3.354455119110024,Jaguar,Xf
Delhi,2013,286.35642126552705,Petrol,Automatic,First,13.7,157.75,5,1.9810014688665833,Skoda,Superb
Pune,2006,228.0350850198276,Petrol,Manual,Second,18.9,67.1,5,0.6931471805599453,Maruti,WagonR
Mumbai,2011,141.4213562373095,Petrol,Manual,First,16.47,73.9,5,1.252762968495368,Volkswagen,Polo
Hyderabad,2011,234.5207879911715,Petrol,Manual,First,14.8,130.2,5,1.6094379124341003,Honda,Civic
Ahmedabad,2015,216.7971402025405,CNG,Manual,First,20.0,63.0,5,1.3137236682850553,Maruti,Eeco
Chennai,2014,228.0350850198276,Petrol,Manual,First,22.5,67.04,5,1.2383742310432684,Maruti,WagonR
Kolkata,2013,208.04807136813358,Diesel,Manual,First,23.4,74.0,5,1.5040773967762742,Maruti,Swift
Coimbatore,2018,154.51537140362444,Petrol,Automatic,First,13.0,121.3,5,2.664446563620078,Hyundai,Creta
Bangalore,2016,227.74108105478027,Petrol,Manual,First,18.9,82.0,5,1.7047480922384253,Hyundai,Grand
Mumbai,2013,262.67851073127395,Diesel,Manual,First,23.08,63.1,5,1.0986122886681098,Nissan,Micra
Coimbatore,2017,250.57533797243494,Petrol,Manual,First,18.9,81.86,5,1.8050046959780757,Hyundai,Grand
Chennai,2013,387.2983346207417,Diesel,Manual,First,20.54,103.6,5,1.6094379124341003,Volkswagen,Vento
Kochi,2015,218.0963090013217,Diesel,Automatic,First,12.55,168.5,7,3.0081547935525483,Toyota,Fortuner
Pune,2018,142.47806848775008,Diesel,Automatic,First,11.36,171.5,7,2.8903717578961645,Toyota,Innova
Pune,2015,219.7726097583591,Diesel,Automatic,First,20.0,107.3,5,2.8622008809294686,Mercedes-Benz,A Class
Pune,2013,173.20508075688772,Petrol,Manual,First,21.1,55.2,5,0.7419373447293773,Hyundai,Eon
Bangalore,2012,189.73665961010275,Diesel,Manual,Second,22.7,126.24,5,2.0149030205422647,Hyundai,Elantra
Kochi,2015,166.2558269655533,Diesel,Automatic,Second,20.7,113.98,4,3.209633243501268,Mini,Cooper
Bangalore,2015,244.94897427831782,Diesel,Manual,First,19.64,108.45,5,2.157559320943788,Renault,Duster
Chennai,2019,94.86832980505137,Diesel,Automatic,First,10.91,197.0,7,3.56953269648137,Ford,Endeavour
Delhi,2014,246.47515087732475,Petrol,Manual,First,14.28,138.03,5,2.3513752571634776,Toyota,Corolla
Delhi,2018,94.86832980505137,Diesel,Manual,First,14.0,155.0,7,2.5649493574615367,Mahindra,Xuv500
Kolkata,2012,202.73134932713293,Diesel,Automatic,First,16.77,261.49,5,3.2771447329921766,Bmw,7 Series
Ahmedabad,2004,244.94897427831782,Petrol,Manual,Second,17.3,64.0,5,0.3364722366212129,Maruti,WagonR
Kochi,2017,196.02040710089346,Petrol,Manual,First,17.8,117.3,5,2.0162354657760435,Honda,City
Delhi,2014,223.60679774997897,Diesel,Manual,First,22.9,74.0,5,1.4586150226995167,Maruti,Swift
Mumbai,2015,137.84048752090223,Petrol,Automatic,First,18.0,117.3,5,2.191653532286764,Honda,City
Kochi,2015,242.3509851434485,Diesel,Manual,First,20.77,88.76,7,1.9329696377795786,Maruti,Ertiga
Coimbatore,2016,255.45449692655637,Diesel,Manual,First,19.01,108.45,5,2.277267285009756,Renault,Duster
Jaipur,2010,360.5551275463989,Diesel,Manual,Second,19.3,73.9,5,1.3862943611198906,Maruti,Swift
Hyderabad,2011,281.0693864511039,Diesel,Manual,First,23.2,73.94,5,1.2947271675944,Maruti,Ritz
Chennai,2013,279.28480087537883,Diesel,Manual,First,15.1,140.0,7,2.3749057545736716,Mahindra,Xuv500
Kochi,2015,221.65964901172248,Petrol,Manual,First,19.4,86.8,5,1.506297153514587,Honda,Brio
Coimbatore,2016,150.89400253157845,Diesel,Automatic,First,0.0,165.0,5,3.89630004496291,Mercedes-Benz,M-Class
Coimbatore,2014,233.34095225656384,Diesel,Manual,First,21.02,88.8,5,1.308332819650179,Tata,Manza
Hyderabad,2014,398.4883938084019,Diesel,Manual,First,12.8,102.0,7,2.5641798306825083,Toyota,Innova
Delhi,2015,249.17463755366435,Petrol,Manual,First,18.6,85.8,5,1.423108334242607,Maruti,Swift
Kolkata,2012,121.6552506059644,Petrol,Manual,First,17.01,121.3,5,1.4816045409242156,Hyundai,Verna
Kolkata,2015,161.24515496597098,Petrol,Manual,First,17.3,117.3,7,1.4469189829363254,Honda,Mobilio
Mumbai,2017,178.89941307897016,Petrol,Manual,First,18.0,86.7,5,1.4469189829363254,Honda,Amaze
Jaipur,2017,187.08286933869707,Petrol,Automatic,First,18.0,117.3,5,2.0412203288596382,Honda,City
Pune,2015,228.0350850198276,Diesel,Automatic,First,12.7,187.7,5,3.6826098411003407,Land Rover,Rover
Mumbai,2017,104.88088481701516,Petrol,Manual,First,17.4,117.3,5,2.1400661634962708,Honda,City
Jaipur,2008,248.99799195977465,Petrol,Automatic,First,9.5,231.1,5,1.9459101490553132,Mercedes-Benz,E-Class
Chennai,2002,255.21363599933292,Petrol,Manual,Third & Above,13.8,70.0,5,-0.2231435513142097,Ford,Ikon
Delhi,2013,266.45825188948453,Diesel,Manual,First,13.0,168.5,7,2.7245795030534206,Toyota,Fortuner
Hyderabad,2008,226.64068478541094,Petrol,Manual,First,19.0,66.1,5,0.8109302162163288,Maruti,A-Star
Kolkata,2016,215.17434791350013,Diesel,Manual,First,14.07,83.1,7,1.5789787049493917,Tata,Sumo
Coimbatore,2012,246.79546187075644,Petrol,Automatic,Second,15.6,116.3,5,1.8594181177018698,Honda,City
Chennai,2012,305.6959273526555,Diesel,Manual,Second,23.19,63.12,5,0.9162907318741551,Nissan,Micra
Hyderabad,2011,322.49030993194197,Diesel,Automatic,First,19.08,126.32,5,1.749199854809259,Hyundai,Verna
Pune,2003,228.0350850198276,Petrol,Manual,First,16.1,37.0,4,-0.6931471805599453,Maruti,800
Coimbatore,2015,207.3620023051475,Diesel,Manual,First,15.1,140.0,7,2.444084655267745,Mahindra,Xuv500
Delhi,2014,300.0,Diesel,Manual,First,21.5,88.8,5,1.5040773967762742,Maruti,Sx4
Bangalore,2013,268.32815729997475,Petrol,Automatic,First,15.0,98.6,5,1.55814461804655,Hyundai,I20
Coimbatore,2019,233.06865941177077,Diesel,Manual,First,19.67,126.2,5,2.605648267484129,Hyundai,Creta
Kochi,2015,244.19254697881343,Diesel,Automatic,First,13.0,201.1,5,3.1531632815028194,Mercedes-Benz,E-Class
Hyderabad,2013,340.58772731852804,Diesel,Automatic,Second,12.55,168.5,7,2.9575110607337933,Toyota,Fortuner
Ahmedabad,2015,184.39088914585776,Diesel,Automatic,First,9.0,181.0,5,2.995732273553991,Volvo,S60
Delhi,2011,264.5751311064591,Diesel,Automatic,First,14.21,203.0,5,2.5649493574615367,Mercedes-Benz,E-Class
Chennai,2010,282.842712474619,Petrol,Manual,First,10.2,180.0,5,1.3837912309017721,Honda,Accord
Pune,2015,331.66247903554,Diesel,Manual,First,25.8,98.6,5,1.536867219599265,Honda,Amaze
Ahmedabad,2013,237.60050504996826,Diesel,Manual,First,28.4,73.75,5,1.536867219599265,Maruti,Dzire
Kolkata,2013,244.94897427831782,Petrol,Manual,First,18.6,85.8,5,1.1474024528375417,Maruti,Swift
Delhi,2013,236.64319132398464,Petrol,Automatic,First,14.53,138.1,5,2.1102132003465894,Toyota,Corolla
Bangalore,2012,250.99800796022265,Diesel,Automatic,Second,11.49,335.3,5,4.174387269895637,Land Rover,Rover
Chennai,2012,250.99800796022265,Diesel,Manual,First,22.9,74.0,5,1.5040773967762742,Maruti,Swift
Kolkata,2017,122.67844146385298,Diesel,Manual,First,16.3,170.0,5,2.8622008809294686,Jeep,Compass
Mumbai,2016,171.46719802924406,Petrol,Manual,First,20.4,81.8,5,1.4609379041156563,Maruti,Swift
Kochi,2016,158.86472232689044,Petrol,Manual,First,18.7,88.7,5,1.824549292051046,Honda,Jazz
Kochi,2011,242.38811852068986,Petrol,Manual,First,16.47,73.9,5,1.199964782928397,Volkswagen,Polo
Delhi,2011,248.99799195977465,Petrol,Automatic,First,12.9,130.0,5,1.3217558399823195,Honda,Civic
Bangalore,2013,363.318042491699,Petrol,Manual,First,16.78,88.73,5,1.547562508716013,Toyota,Etios
Chennai,2016,225.8317958127243,Petrol,Manual,First,17.01,121.3,5,1.8718021769015913,Hyundai,Verna
Hyderabad,2009,430.34869582700026,Diesel,Manual,First,12.8,102.0,8,1.9810014688665833,Toyota,Innova
Coimbatore,2016,248.42906432219237,Diesel,Manual,First,22.7,118.0,5,2.190535589185423,Maruti,Sx4
Kolkata,2018,94.31860898041276,Petrol,Manual,First,19.0,94.68,5,1.9933388426264242,Ford,Freestyle
Delhi,2016,130.38404810405297,Petrol,Manual,First,21.4,83.1,5,1.9315214116032138,Maruti,Baleno
Mumbai,2016,177.1383639983163,Petrol,Manual,First,18.2,88.7,5,1.7749523509116738,Honda,Jazz
Pune,2013,337.63886032268266,Diesel,Automatic,First,22.32,126.3,5,1.9095425048844386,Hyundai,Verna
Ahmedabad,2014,284.60498941515414,Diesel,Manual,First,25.8,98.6,5,1.410986973710262,Honda,Amaze
Mumbai,2017,176.0681686165901,Diesel,Automatic,First,18.51,147.51,5,3.295836866004329,Audi,Q3
Mumbai,2014,187.08286933869707,Petrol,Manual,First,15.0,103.52,5,1.5040773967762742,Skoda,Rapid
Kolkata,2013,244.95101551126504,Diesel,Automatic,First,17.11,174.33,5,2.6741486494265287,Audi,A4
Jaipur,2014,273.99635034065693,Diesel,Manual,First,23.4,74.0,5,1.6582280766035324,Maruti,Swift
Kolkata,2012,282.842712474619,Diesel,Manual,Second,22.3,74.0,5,0.1823215567939546,Tata,Indica
Jaipur,2006,383.8619543533847,Diesel,Manual,Second,12.99,100.6,8,1.599387576580599,Toyota,Innova
Hyderabad,2013,244.94897427831782,Diesel,Manual,First,19.64,108.45,5,2.0149030205422647,Renault,Duster
Kolkata,2015,86.6083136886985,Petrol,Automatic,First,10.0,333.0,4,3.871201010907891,Mercedes-Benz,E-Class
Delhi,2015,240.8318915758459,Diesel,Manual,First,25.8,98.6,5,1.4929040961781488,Honda,Amaze
Coimbatore,2018,171.10523077919038,Diesel,Automatic,First,11.57,254.79,5,4.0884941485439255,Mercedes-Benz,Gle
Kochi,2015,238.81792227552774,Diesel,Manual,First,23.2,73.94,5,1.4770487243883548,Maruti,Ritz
Kochi,2016,202.0148509392317,Diesel,Manual,First,28.09,88.5,5,2.066862759472976,Maruti,Ciaz
Bangalore,2008,187.79776356495836,Petrol,Manual,Second,0.0,62.0,5,0.6312717768418578,Hyundai,Santro
Coimbatore,2018,186.09137540466511,Petrol,Automatic,First,21.4,83.1,5,1.986503546020567,Maruti,Baleno
Hyderabad,2012,212.41939647781697,Diesel,Manual,First,23.5,88.7,5,1.791759469228055,Ford,Fiesta
Chennai,2011,354.96478698597696,Diesel,Manual,Third & Above,16.0,140.0,7,1.9021075263969205,Mahindra,Xuv500
Jaipur,2009,250.99800796022265,Petrol,Manual,First,19.7,46.3,5,0.4054651081081644,Maruti,Alto
Kochi,2016,179.71644332113854,Diesel,Automatic,First,20.7,113.98,4,3.169685580677429,Mini,Cooper
Kochi,2014,251.57106351883954,Diesel,Manual,First,15.1,140.0,7,2.050270164379556,Mahindra,Xuv500
Coimbatore,2012,208.1754068087775,Petrol,Manual,First,17.92,62.1,5,1.199964782928397,Hyundai,Santro
Kochi,2015,215.77998053572995,Diesel,Manual,First,22.9,74.0,5,1.5973653311998313,Maruti,Swift
Delhi,2013,184.39088914585776,Diesel,Automatic,Second,20.0,107.3,5,2.3978952727983707,Mercedes-Benz,A Class
Hyderabad,2016,219.08902300206645,Petrol,Manual,First,25.17,53.3,5,1.2237754316221157,Renault,Kwid
Kochi,2013,237.19822933571828,Diesel,Manual,First,22.9,74.0,5,1.4279160358107101,Maruti,Swift
Hyderabad,2005,289.9310262803897,Petrol,Manual,Second,17.3,60.0,5,0.22314355131420976,Maruti,Zen
Mumbai,2016,94.86832980505137,Petrol,Automatic,First,18.9,82.0,5,1.6956156086751528,Hyundai,Grand
Jaipur,2012,281.0693864511039,Diesel,Manual,First,21.12,88.8,5,0.9516578757114463,Tata,Manza
Pune,2015,296.4793416074719,Diesel,Manual,First,16.0,140.0,7,2.485739636091892,Mahindra,Xuv500
Delhi,2010,269.1189328159578,Petrol,Manual,Second,17.5,85.8,5,0.8960880245566357,Maruti,Swift
Bangalore,2015,194.93588689617928,Diesel,Automatic,First,15.73,174.33,5,3.367295829986474,Audi,Q3
Hyderabad,2010,327.10854467592253,Diesel,Automatic,First,14.84,170.0,5,2.4840729690394228,Mercedes-Benz,New
Delhi,2015,225.8317958127243,Petrol,Automatic,First,18.0,117.3,5,2.066862759472976,Honda,City
Pune,2010,374.16573867739413,Diesel,Manual,Third & Above,12.8,102.0,7,1.8325814637483102,Toyota,Innova
Pune,2011,219.08902300206645,Petrol,Manual,Second,18.6,79.4,5,0.5877866649021191,Chevrolet,Beat
Delhi,2013,248.99799195977465,CNG,Manual,First,26.6,58.16,5,1.0296194171811581,Maruti,WagonR
Mumbai,2015,176.0681686165901,Petrol,Manual,First,18.7,88.7,5,1.589235205116581,Honda,Jazz
Jaipur,2010,273.96167615197567,Petrol,Manual,First,18.06,75.0,5,0.8109302162163288,Nissan,Micra
Coimbatore,2017,226.29626598775332,Petrol,Automatic,First,19.12,91.1,5,2.1849270495258133,Maruti,Ciaz
Mumbai,2012,294.95762407505254,Diesel,Automatic,First,12.55,168.5,7,2.70805020110221,Toyota,Fortuner
Kolkata,2018,130.38404810405297,Diesel,Manual,First,26.1,99.0,5,1.7316555451583497,Ford,Aspire
Jaipur,2014,238.74672772626644,Diesel,Manual,First,20.77,88.8,7,1.9459101490553132,Maruti,Ertiga
Hyderabad,2016,96.79876032264049,Petrol,Manual,First,22.74,47.3,5,1.0818051703517284,Maruti,Alto
Chennai,2013,230.70760715676457,Petrol,Manual,First,19.4,86.8,5,1.1939224684724346,Honda,Brio
Hyderabad,2010,346.41016151377545,Diesel,Manual,Second,16.2,110.0,5,1.252762968495368,Hyundai,Verna
Jaipur,2007,273.96167615197567,Petrol,Manual,First,12.8,100.0,5,0.8329091229351039,Honda,City
Coimbatore,2017,192.99481858329773,Diesel,Manual,First,19.67,126.2,5,2.6166656393003573,Hyundai,Creta
Delhi,2013,252.98221281347034,Diesel,Manual,First,23.59,67.06,5,1.1314021114911006,Toyota,Etios
Mumbai,2014,109.54451150103323,Petrol,Manual,First,13.44,198.25,5,2.545531271604435,Hyundai,Sonata
Pune,2017,200.39461070597682,Diesel,Manual,First,19.67,126.2,5,2.6210388241125804,Hyundai,Creta
Chennai,2017,104.88088481701516,Petrol,Manual,First,18.7,88.7,5,1.9095425048844386,Honda,Jazz
Chennai,2014,264.59402865522117,Diesel,Manual,First,20.54,103.6,5,1.6582280766035324,Volkswagen,Vento
Mumbai,2015,286.35642126552705,Diesel,Manual,First,16.0,140.0,7,2.169053700369523,Mahindra,Xuv500
Kochi,2017,239.2885287680962,Diesel,Manual,First,18.49,100.0,7,2.182674796321488,Mahindra,Tuv
